name,user_id,global
Bulb,2,T
Cup,2,T
Item,2,T
Leaf,2,T
Ounce,2,T
Packet,2,T
Pat,2,T
Pinch,2,T
Pound,2,T
Slice,2,T
Sprig,2,T
Tablespoon,2,T
Teaspoon,2,T
Wedge,2,T
Whole,2,T
